"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2014-05-13","85.8","-0.88","5.42","Germano, Justin",543807,430683,"walk","ball",,,,,"13","George Springer walks.","R","R","R","HOU","TEX","B","null","null","3","2",2014,"-1.27","0.18","-0.06","1.11","null","null","null","2","5","Bot","null","null",,,"455139",,"140513_210140",4.54,-124.84,-3.82,-12.48,33.63,-32.27,"3.65","1.66","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0.7","null","0","0","null","47","6","Sinker","8","0","8","0","0","8","8","0","null","null"
"CH","2014-05-13","77.4","1.57","5.83","Keuchel, Dallas",574831,572971,"null","ball",,,,,"14","Michael Choice grounds out, shortstop Jonathan Villar to first baseman Jesus Guzman.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"2.08","0.17","1.30","2.30","null","null","null","2","7","Top","null","null",,,"449786",,"140513_212346",-5.12,-112.66,-0.46,19.96,24.27,-32.33,"3.46","1.43","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","58","1","Changeup","8","0","0","8","0","8","0","8","null","null"
"CU","2014-05-13","71.7","-0.86","5.77","Germano, Justin",543807,430683,"null","ball",,,,,"14","George Springer walks.","R","R","R","HOU","TEX","B","null","null","2","2",2014,"1.73","-0.95","1.18","1.01","null","null","null","2","5","Bot","null","null",,,"455139",,"140513_210121",0.65,-104.44,0.34,14.22,23.23,-40.67,"3.5","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","47","5","Curveball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","90.0","1.49","5.77","Keuchel, Dallas",425567,572971,"grounded_into_double_play","hit_into_play",,,,,"13","Alex Rios grounds into a double play, third baseman Matt Dominguez to second baseman Jose Altuve to first baseman Jesus Guzman.   Prince Fielder out at 2nd.    Alex Rios out at 1st.","R","R","L","HOU","TEX","X","5","ground_ball","1","0",2014,"1.99","0.75","-0.02","1.24","null","null","425902","0","7","Top",98.39,166.67,,,"449786",,"140513_212308",-8.96,-130.6,-6.7,26.19,28.82,-25.46,"3.71","1.78","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","57","2","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"SI","2014-05-13","85.6","-0.82","5.59","Germano, Justin",543807,430683,"null","swinging_strike",,,,,"8","George Springer walks.","R","R","R","HOU","TEX","S","null","null","2","1",2014,"-1.19","0.3","0.00","2.05","null","null","null","2","5","Bot","null","null",,,"455139",,"140513_210104",4.38,-124.55,-2.25,-11.69,30.21,-31.01,"3.65","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","47","4","Sinker","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.5","1.26","5.99","Keuchel, Dallas",425567,572971,"null","ball",,,,,"13","Alex Rios grounds into a double play, third baseman Matt Dominguez to second baseman Jose Altuve to first baseman Jesus Guzman.   Prince Fielder out at 2nd.    Alex Rios out at 1st.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.88","0.48","-1.40","2.94","null","null","425902","0","7","Top","null","null",,,"449786",,"140513_212254",-11.51,-129.79,-2.1,24.2,30.97,-28.85,"4.03","1.92","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","57","1","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"CU","2014-05-13","71.2","-0.83","5.8","Germano, Justin",543807,430683,"null","ball",,,,,"14","George Springer walks.","R","R","R","HOU","TEX","B","null","null","1","1",2014,"1.67","-0.88","1.54","1.23","null","null","null","2","5","Bot","null","null",,,"455139",,"140513_210050",1.42,-103.67,0.62,13.77,20.86,-40.09,"3.65","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","47","3","Curveball","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.4","1.42","5.85","Keuchel, Dallas",425902,572971,"single","hit_into_play",,,,,"4","Prince Fielder singles on a ground ball to shortstop Jonathan Villar.","R","L","L","HOU","TEX","X","6","ground_ball","1","2",2014,"2.02","0.73","-0.36","2.54","null","null","null","0","7","Top",105.42,156.63,,,"449786",,"140513_212212",-9.74,-129.86,-3.51,26.58,25.92,-25.74,"3.28","1.57","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0.9","null","1","0","null","56","4","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"FT","2014-05-13","89.1","1.28","5.93","Keuchel, Dallas",425902,572971,"null","called_strike",,,,,"4","Prince Fielder singles on a ground ball to shortstop Jonathan Villar.","R","L","L","HOU","TEX","S","null","null","1","1",2014,"1.8","0.87","-0.80","2.56","null","null","null","0","7","Top","null","null",,,"449786",,"140513_212200",-9.91,-129.43,-3.87,23.44,27.75,-24.25,"3.46","1.69","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","56","3","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"SI","2014-05-13","85.6","-0.92","5.66","Germano, Justin",543807,430683,"null","ball",,,,,"13","George Springer walks.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"-0.73","0.28","-1.55","2.30","null","null","null","2","5","Bot","null","null",,,"455139",,"140513_210036",-0.17,-124.66,-1.76,-6.66,30.85,-31.27,"3.65","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","47","2","Sinker","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.0","1.42","5.88","Keuchel, Dallas",425902,572971,"null","called_strike",,,,,"8","Prince Fielder singles on a ground ball to shortstop Jonathan Villar.","R","L","L","HOU","TEX","S","null","null","1","0",2014,"2","0.83","0.07","2.06","null","null","null","0","7","Top","null","null",,,"449786",,"140513_212146",-8.53,-129.25,-4.95,26.08,25.47,-24.63,"3.5","1.69","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","56","2","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"SL","2014-05-13","76.3","-0.84","5.74","Germano, Justin",543807,430683,"null","called_strike",,,,,"2","George Springer walks.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"0.77","0.29","0.19","3.19","null","null","null","2","5","Bot","null","null",,,"455139",,"140513_210023",0.41,-111.21,1.59,8.07,20.99,-31.35,"3.65","1.59","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","47","1","Slider","8","0","8","0","0","8","8","0","null","null"
"SI","2014-05-13","84.7","-0.74","5.49","Germano, Justin",514888,430683,"field_out","hit_into_play",,,,,"11","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","X","5","ground_ball","3","2",2014,"-1.06","0.66","-0.93","2.86","null","null","null","1","5","Bot",105.42,173.69,,,"455139",,"140513_205942",1.64,-123.37,-0.72,-10.13,28.75,-27.2,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","46","8","Sinker","8","0","8","0","0","8","8","0","null","null"
"SL","2014-05-13","81.9","1.5","6.06","Keuchel, Dallas",425902,572971,"null","ball",,,,,"1","Prince Fielder singles on a ground ball to shortstop Jonathan Villar.","R","L","L","HOU","TEX","B","null","null","0","0",2014,"0.26","0.72","-0.33","3.46","null","null","null","0","7","Top","null","null",,,"449786",,"140513_212132",-5.17,-119.16,-0.4,4.02,23.3,-26.91,"3.42","1.76","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","56","1","Slider","8","0","0","8","0","8","0","8","null","null"
"SI","2014-05-13","84.7","-0.5","5.53","Germano, Justin",514888,430683,"null","foul",,,,,"5","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","S","null","null","3","2",2014,"-0.83","0.35","0.20","2.19","null","null","null","1","5","Bot","null","null",,,"455139",,"140513_205919",3.26,-123.33,-1.65,-7.53,32.07,-30.49,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","46","7","Sinker","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","88.9","1.57","5.74","Keuchel, Dallas",134181,572971,"field_out","hit_into_play",,,,,"14","Adrian Beltre grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","X","4","ground_ball","1","1",2014,"1.73","0.56","0.76","1.29","null","null","null","2","6","Top",121.49,153.61,,,"449786",,"140513_210948",-6.44,-129.18,-5.71,22.17,31.97,-27.96,"3.48","1.61","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","51","3","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"SI","2014-05-13","87.1","-0.63","5.43","Germano, Justin",514888,430683,"null","foul",,,,,"8","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","S","null","null","3","2",2014,"-0.76","0.45","0.27","1.61","null","null","null","1","5","Bot","null","null",,,"455139",,"140513_205841",3.7,-126.71,-3.57,-7.27,29.86,-29.37,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","46","6","Sinker","8","0","8","0","0","8","8","0","null","null"
"SL","2014-05-13","77.3","1.79","5.85","Keuchel, Dallas",134181,572971,"null","ball",,,,,"14","Adrian Beltre grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","B","null","null","0","1",2014,"-0.1","0.11","1.05","1.30","null","null","null","2","6","Top","null","null",,,"449786",,"140513_210930",-1.68,-112.64,-2.47,0.28,26.88,-32.88,"3.8","1.77","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","51","2","Slider","8","0","0","8","0","8","0","8","null","null"
"FT","2014-05-13","90.1","1.33","5.82","Keuchel, Dallas",134181,572971,"null","swinging_strike",,,,,"13","Adrian Beltre grounds out, second baseman Jose Altuve to first baseman Jesus Guzman.","R","R","L","HOU","TEX","S","null","null","0","0",2014,"1.47","0.38","-1.12","1.72","null","null","null","2","6","Top","null","null",,,"449786",,"140513_210915",-10.12,-130.85,-4.69,19.71,30.95,-29.96,"3.48","1.61","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","51","1","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"SI","2014-05-13","85.3","-0.69","5.5","Germano, Justin",514888,430683,"null","called_strike",,,,,"2","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","S","null","null","3","1",2014,"-0.52","0.43","0.22","2.47","null","null","null","1","5","Bot","null","null",,,"455139",,"140513_205827",3.11,-124.17,-1.3,-4.33,28.44,-29.59,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","46","5","Sinker","8","0","8","0","0","8","8","0","null","null"
"SI","2014-05-13","86.0","-0.56","5.45","Germano, Justin",514888,430683,"null","ball",,,,,"14","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","B","null","null","2","1",2014,"-1.17","0.63","1.09","0.81","null","null","null","1","5","Bot","null","null",,,"455139",,"140513_205808",6.4,-124.99,-5.78,-11.66,29.11,-27.38,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","46","4","Sinker","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","89.5","1.55","5.85","Keuchel, Dallas",462101,572971,"grounded_into_double_play","hit_into_play",,,,,"3","Elvis Andrus grounds into a double play, first baseman Jesus Guzman to shortstop Jonathan Villar.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","X","3","ground_ball","3","2",2014,"1.71","0.52","0.49","2.84","null","null","425783","0","6","Top",150.6,169.68,,,"449786",,"140513_210831",-7.09,-130.24,-2.1,22.25,32.96,-28.38,"3.23","1.45","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","0","null","0","0","null","50","6","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"CH","2014-05-13","79.7","1.43","5.8","Keuchel, Dallas",462101,572971,"null","called_strike",,,,,"9","Elvis Andrus grounds into a double play, first baseman Jesus Guzman to shortstop Jonathan Villar.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","S","null","null","3","1",2014,"2.47","0.8","0.68","1.57","null","null","425783","0","6","Top","null","null",,,"449786",,"140513_210807",-7.17,-115.68,-3.67,24.66,26.66,-26.59,"3.42","1.5","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","50","5","Changeup","8","0","0","8","0","8","0","8","null","null"
"SI","2014-05-13","85.7","-0.88","5.49","Germano, Justin",514888,430683,"null","ball",,,,,"13","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","B","null","null","1","1",2014,"-1.05","0.69","-0.64","1.05","null","null","null","1","5","Bot","null","null",,,"455139",,"140513_205753",2.66,-124.67,-5.34,-10.24,29.2,-26.85,"2.98","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","46","3","Sinker","8","0","8","0","0","8","8","0","null","null"
"CH","2014-05-13","80.8","-0.47","5.39","Germano, Justin",514888,430683,"null","ball",,,,,"14","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","B","null","null","0","1",2014,"-1.52","1.2","1.05","0.94","null","null","null","1","5","Bot","null","null",,,"455139",,"140513_205739",6.49,-117.31,-5.36,-13.77,24.39,-22.5,"2.97","1.39","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","46","2","Changeup","8","0","8","0","0","8","8","0","null","null"
"FT","2014-05-13","90.1","1.24","5.94","Keuchel, Dallas",462101,572971,"null","ball",,,,,"13","Elvis Andrus grounds into a double play, first baseman Jesus Guzman to shortstop Jonathan Villar.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","B","null","null","2","1",2014,"2.04","0.54","-1.15","2.21","null","null","425783","0","6","Top","null","null",,,"449786",,"140513_210752",-11.3,-130.77,-4.08,26.47,32.69,-28.13,"3.39","1.51","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","50","4","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"CU","2014-05-13","70.9","-0.8","5.83","Germano, Justin",514888,430683,"null","foul_tip",,,,,"14","Jose Altuve grounds out sharply, third baseman Adrian Beltre to first baseman Prince Fielder.","R","R","R","HOU","TEX","S","null","null","0","0",2014,"1.85","-1.41","0.72","1.14","null","null","null","1","5","Bot","null","null",,,"455139",,"140513_205722",-0.64,-103.22,1.51,14.78,23.19,-43.75,"2.97","1.34","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","46","1","Curveball","8","0","8","0","0","8","8","0","null","null"
"SL","2014-05-13","81.0","1.51","5.83","Keuchel, Dallas",462101,572971,"null","ball",,,,,"13","Elvis Andrus grounds into a double play, first baseman Jesus Guzman to shortstop Jonathan Villar.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","B","null","null","1","1",2014,"-0.12","0.73","-0.36","1.32","null","null","425783","0","6","Top","null","null",,,"449786",,"140513_210736",-4.31,-117.79,-4.46,0.1,27.91,-27.07,"3.46","1.55","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","50","3","Slider","8","0","0","8","0","8","0","8","null","null"
"FC","2014-05-13","84.1","-1.05","5.57","Germano, Justin",542340,430683,"field_out","hit_into_play",,,,,"1","Jonathan Villar flies out to center fielder Michael Choice.","R","L","R","HOU","TEX","X","8","fly_ball","0","0",2014,"-0.17","0.56","-0.30","2.91","null","null","null","0","5","Bot",118.47,79.32,,,"455139",,"140513_205640",1.91,-122.46,-0.5,-0.42,27.17,-28.37,"3.33","1.56","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","0","null","0","0","null","45","1","Cutter","8","0","8","0","0","8","8","0","null","null"
"FF","2014-05-13","90.1","1.36","5.87","Keuchel, Dallas",462101,572971,"null","foul",,,,,"4","Elvis Andrus grounds into a double play, first baseman Jesus Guzman to shortstop Jonathan Villar.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","S","null","null","1","0",2014,"1.02","1.73","-0.52","2.52","null","null","425783","0","6","Top","null","null",,,"449786",,"140513_210706",-7.58,-130.97,-5.95,14.15,30.84,-13.78,"3.23","1.45","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","50","2","4-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"CH","2014-05-13","81.5","-0.77","5.51","Germano, Justin",449786,430683,"home_run","hit_into_play",,,,,"7","Carlos Corporan homers (4) on a line drive to right field.    Chris Carter scores.    L.J. Hoes scores.","R","L","R","HOU","TEX","X","null","line_drive","1","1",2014,"-1.15","0.82","-0.66","2.04","474892","null","543321","0","5","Bot",224.9,76.31,,,"455139",,"140513_205538",2.45,-118.53,-2.34,-10.07,29.58,-26.18,"3.5","1.62","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","2","null","0","3","null","44","3","Changeup","5","0","5","0","0","8","8","0","null","null"
"FT","2014-05-13","88.7","1.3","6.11","Keuchel, Dallas",462101,572971,"null","ball",,,,,"11","Elvis Andrus grounds into a double play, first baseman Jesus Guzman to shortstop Jonathan Villar.   Shin-Soo Choo out at 2nd.    Elvis Andrus out at 1st.","R","R","L","HOU","TEX","B","null","null","0","0",2014,"1.79","0.99","-0.17","3.93","null","null","425783","0","6","Top","null","null",,,"449786",,"140513_210651",-8.26,-128.99,-1.01,22.99,29.61,-22.92,"3.57","1.58","null","null","null","null","null","null",381128,572971,"449786","461882","514888","518625","542340","543321","451594","543807","50","null","null","null","null","null","null","null","50","1","2-Seam Fastball","8","0","0","8","0","8","0","8","null","null"
"CH","2014-05-13","82.2","-1.04","5.47","Germano, Justin",449786,430683,"null","ball",,,,,"13","Carlos Corporan homers (4) on a line drive to right field.    Chris Carter scores.    L.J. Hoes scores.","R","L","R","HOU","TEX","B","null","null","0","1",2014,"-0.91","0.79","-2.29","1.29","474892","null","543321","0","5","Bot","null","null",,,"455139",,"140513_205518",-1.22,-119.59,-4.16,-7.95,27.89,-26.26,"3.49","1.58","null","null","null","null","null","null",381128,430683,"455139","425902","596059","134181","462101","425783","574831","425567","50","null","null","null","null","null","null","null","44","2","Changeup","5","0","5","0","0","5","5","0","null","null"
